1981471,南京方山定林寺距今已有1500&#x20;多年历史，属于金陵名刹。梁朝时禅宗始祖达摩来中国坐禅第一道场就设于下定林寺。佛教界有“南定林，北少林”之美誉。,/Date(1614736910000+0800)/,5
,此地是免费景点&#x20;适合周末过来散心&#x20;人还是不少的&#x20;有个定林寺&#x20;烧香礼佛的好去处,/Date(1605503960000+0800)/,0
1890911,方山上的梅花开了，再不去，怕是要辜负了这早春的盛情，踏春寻梅，趁着春节最后一点尾巴吧，成片的梅花香飘逸灵动在风中，粉红色的娇艳,/Date(1613521264000+0800)/,1
4207619,方山的名望，似乎比南京更早，传说这里有王者之气，蒋介石还自选了墓地在这里，由于距离市区太远，这里的游客数目不算多，值得一游。,/Date(1476171975000+0800)/,14
204191553,每到周末或节假日，人挺多，爬山的，露营的……,/Date(1618134255000+0800)/,0
36218441,蜀中名山，景区林木葱茏、奇峰挺秀、自古就有小峨嵋之美誉。一年四季云烟雨雾缭绕，从山下仰望，方山面面都成方形，，山不是很高，山上有一个定林寺，寺庙很小，寺前“佛佑天印”四个大字，可以烧香拜佛，山顶是远古地壳变动后遗留下的木纹石和灵璧石，还是茶园种植地，可以品茶、骑马，烧烤，悠哉的享受着欢乐时光。,/Date(1576234112000+0800)/,1
54997149,非常漂亮的地方，大门口在天印大道最南端。建议早上或者下午来玩，晚上的话没有太阳了会有点冷，不过夏天很凉快，适合夏天饭后来这里散步。没有门票。最近的地铁站是南京地铁一号线南京交院站。,/Date(1481626768000+0800)/,30
71914318,在江宁附近居住的人经常去的一个景点，可以开车上去,/Date(1619007992000+0800)/,2
55134930,方山风景宜人，在现在这个处处景点门票的当下方山是最实惠的旅游景点了，上下有小卖部最好买瓶水带着，说到方山最值得看的是斜塔和山顶上的茶园，还有一定要爬十八盘不然等于白来。两个大人带个小孩在绿油油的草坪上放放风筝野野炊非常好！方山还有烧烤和一些娱乐项目特别适合团队去玩！,/Date(1470299850000+0800)/,24
3296947,山清水秀，地质古老，绿树成荫。,/Date(1590988083000+0800)/,0
,"南京方山风景区是汤山方山国家地质公园之一,离市区不算远，交通便利。方山是金陵名胜之一,是距今1000万年前喷发的一座火山,保存着喷发的各种岩石，风景优美，具有特色，值得一游！",/Date(1497529981000+0800)/,16
1125128,方山上有一座定林寺，里面供奉着好多菩萨，佛祖，很庄严，周末去的人很多，山上空气不错。,/Date(1427641268000+0800)/,13
1530368,方山位于南京江宁，又名天印山，山下有天印大道直达。方山原本是个死火山，是个地质公园。山上的定林寺原本较有名气，近年又新加修整。山后还有个恐龙园，孩子们也喜欢。,/Date(1489500228000+0800)/,11
109670404,在南京生活近50年，还是第一次到方山，据说这里是火山，所以山顶都是方形的，远观的确如此，山并不高，海拔290，但是从十八盘登山还是挺辛苦的事，有无限风光在险峰的感觉。山顶是个茶场，可以看看过去的火山口，远古地壳变动后遗留下的木纹石和灵璧石，感受下大自然的神奇！观景台可以俯瞰江宁风光，作为南京不可多得的免费景区值得点赞！,/Date(1549509209000+0800)/,4
222169352,非常值得去的地方，大自然的奇观，超级漂亮，不错哦……,/Date(1582087964000+0800)/,1
33033051,方山健康之旅，或登山或徒步，吸清新空气！&#x0A;方山知识之旅，看大自然神奇力量，学活火山死火山休眠火山！&#x0A;方山理佛之旅，登定林古寺，听晨钟暮鼓，体人生微义！,/Date(1456129441000+0800)/,15
1530368,江宁方山因山顶平滑似印章，又称天印山，南京人都熟知这里是座死火山。这里特殊的火山地质让方山的植被生长尤其茂盛，古时山民砍樵，四周风景宜人，这里也是当年金陵四十八景&#x20;“天印樵歌”的由来。这里山上还有火山遗迹，还是个地质公园。有几次来方山，是因为山下举办音乐节。方山定林寺，也颇有名气，现为近年来重建。可以来此许个愿。寺前“佛佑天印”四个大字，颇为注目。,/Date(1547167806000+0800)/,5
47974085,方山真的很不错上面的玻璃栈道要去玩玩风景也好有好多茶树,/Date(1450658139000+0800)/,8
25718556,风景如画，还有过去的防空洞，里面住着蝙蝠。爬到山顶还有一个观望台，是全玻璃的，考验你的胆量…,/Date(1419052620000+0800)/,17
41069891,山不高，人较少，景色宜人。定林寺内有一座斜塔，很有名气呢！,/Date(1586697049000+0800)/,1
166788038,曾经和朋友凌晨大半夜的爬方山，已经也有很多早起健身的附近居民了，爬到山顶也就不长时间，上面还有一个小的玻璃平台,/Date(1565014636000+0800)/,2
1530368,方山位于江宁，因山顶平滑似印章，又称天印山，这里有特殊的火山地质及火山遗迹。方山的植被生长尤其茂盛，这里四周风景宜人。有时周末与家人在这里爬山漫步，满山的翠绿，令人心旷神怡，这里的樱花谷还曾有过恐龙模型展。山下还举办过音乐节。方山定林寺，也颇有名气。可以来此许个愿。,/Date(1533654236000+0800)/,3
1125128,方山周末游客很多，香火旺盛，仿古建筑很宏伟，山底下广场放风筝游客很多，山顶藏经阁建筑很高大上，相关费用都由香客捐助，记录在功德薄上。,/Date(1427868999000+0800)/,6
219764043,方山并不高，走上去也不用多久，途中有座寺庙，据说香火很旺，不过我没进去，上面植被不错,/Date(1565007145000+0800)/,1
51883033,整体来说还不错，毕竟是国家公园。值得看看&#x20;这里风景优美，价格也还好。不管是单人旅行，双人蜜月还是团队观光，都能找到你想要的风景,/Date(1556172709000+0800)/,5
3482417,首先，不要门票。第二，金陵四十八景之一。值得一去。去过几次，最有意思的是钻防空洞，伸手不见五指，靠着黑白屏手机微弱的屏幕亮光走出来，也是男生显示绅士勇敢的好地方。景区还在开发阶段。还未成熟。不错。,/Date(1410584879000+0800)/,7
12682136,很有趣的一个景点，属于国家地质公园，景区面积很大，山顶有大片的茶园十分壮观，很喜欢雨雾天在茶园行走的感觉。山顶的花园还可以眺望整个江宁，十分壮阔,/Date(1433840062000+0800)/,5
64812913,国家地质公园，山上的土是红色的哦！因为方山以前是火山。是闹市中的休闲之处，爬到山顶可以一看山下全貌，山脚也是放风筝的好地方，天气好，带上家人，支起敞篷，悠闲！,/Date(1487005136000+0800)/,7
25363118,，四周风景宜人，甚是自在快乐，自然的，这金陵四十八景当有“天印樵歌”一处。周末在这里爬山漫步，满山的翠绿，令人心醉不已，说不定还真有“放歌山野”的冲动哦。除此之外，登高拜访定林寺，许个平安愿，也算是清雅虔诚的礼佛之为吧。,/Date(1417608077000+0800)/,8
18795319,环境优美，晴朗的天气可以与紫金山相望，半晚的华灯初上万家灯火很美恨美，当天全部暗下来还可以欣赏美丽的星星，山还有烧烤划草，还可以打cs，赞赞,/Date(1448550538000+0800)/,2
14222886,特别好的地方，靠着东南大学九龙湖校区，里面的风景很好，那些楼牌大门，也很有气势，爬到山顶，风景特好，看我拍的照片就知道了，强烈推荐。,/Date(1411569631000+0800)/,6
3924304,江宁一个非常不错的风景区，山上有许多栗子树，栗子成熟后掉下来，落了一层，我在山上玩时，捡了许多，拿回家后一尝，是苦的，难怪没有人捡，不过捡栗子的乐趣让我记忆非常深刻。,/Date(1413637142000+0800)/,4
47050008,定林寺在方山地质公园内，居然不收费，简直是个奇迹。号称是古寺，其实早就毁掉了，大多数建筑只有区区十年左右的历史。不过那个塔是货真价实的古董，有八百多年历史，值得一看。游客不多，基本上就是周边的人去玩。,/Date(1482674333000+0800)/,5
12716746,在江宁大学城旁边，还是比较偏的，但交通也还算方便。整个实验室一起开车去的，六辆车。如果开车上去，要一辆车30，若是停在停车场，徒步上去就是一辆车8元停车费好像。,/Date(1417577770000+0800)/,3
41202089,有一次被朋友拖到这里，住在山脚下，半夜起来爬方山，经过一座庙，爬到山顶也不要多少时间，天还不亮，也看不到多少东西，印象中有个很短的玻璃挑台，空气还不错,/Date(1519789513000+0800)/,3
19923756,景色不错，适合跑步，周末爬山休闲一下，上山不要门票，山里面有一些防空洞什么的，可以去看看，军事设施比较多，建议不要乱闯乱拍照,/Date(1411795226000+0800)/,4
40331078,方山风景度假区在南京市江宁区，靠近江宁大学城，从南京工程学院南门出去不远就能到了，方山是座死火山,/Date(1510376127000+0800)/,5
49314321,因为上山下山都有一段柏油路，爬起来还蛮吃力的，山顶有茶园，山腰有寺庙，跟同学一起爬山，远远看了一眼藏经阁…希望以后还有机会跟他们一起爬山,/Date(1501749821000+0800)/,3
7896315,直接进去&#x20;没买门票&#x20;所以不存在什么性价比&#x20;景色还行&#x20;步道坡度较陡&#x20;老人小孩需注意,/Date(1451969653000+0800)/,2
3924304,非常漂亮的一个地方，山顶有一片茶场，一个十八盘比较陡，爬上去很爽。,/Date(1412524795000+0800)/,2
1553052,靠家很近，坐公交车就可以去，爬爬山，环境还不错！,/Date(1471331494000+0800)/,4
25578905,传说是第一个人工改造的山，但是自然景观还是很出色,/Date(1440853849000+0800)/,2
38076949,超级棒的嘿嘿很开森不错的选择玩的确实嗨么么哒,/Date(1441207415000+0800)/,0
3482417,原来是颇有点古朴的风格，近来进行了改造，还可以吧，但不免与其他景点又有雷同。总体还可以，位置比较偏，如果特地去就没必要。,/Date(1427450017000+0800)/,4
13456310,散步强度中等，有古迹可访(斜塔定林寺)有素餐可享(斋堂)！石核古火山口等独有地质景观让你不虚此行！,/Date(1512508141000+0800)/,3
72338463,国家级地质公园，环境风景很不错，春游不错的选择。喜欢步行的朋友可以走走十八盘。,/Date(1491575332000+0800)/,4
43551486,一座不大的小山，爬山没什么难度，适合附近居民锻炼身体,/Date(1571633760000+0800)/,1
25829247,很好看的，适合春秋天。里面还有烧烤,/Date(1417759841000+0800)/,1
29893739,环境不错，天气炎热适合晚饭后走走，你看呢,/Date(1432279129000+0800)/,0
14767901,方山风景旅游度假区位于南京江宁大学城西南方向，更多倾向于人文景观。方山因五百万年前的火山活动而形成，现有石质多为第三纪杏状玄武岩和火山角砾岩。在方山的众多地段特别是山顶，有大量的火山地貌景观，形成方山与周边其它山地的最主要区别。,/Date(1408595165000+0800)/,4
19090877,一座典型的死火山，登高可以看江宁的全景,/Date(1573572026000+0800)/,0
34998501,环境好，人不多，很适合休闲游玩,/Date(1495581108000+0800)/,4
3924304,一个很漂亮的休闲旅游地，山中有一个十八盘，比较陡，有一点小挑战，山顶是一片茶场，很漂亮。,/Date(1416541943000+0800)/,1
14174125,方山的那个十八弯景色最美，空气很清晰，然后又有水流从高处倾泻下来,/Date(1409763198000+0800)/,0
26044843,火山遗址变为了风景宜人的旅游点，免费开放，环境很好，步行登山，很有乐趣。景区里还有寺庙，和一些文化历史遗迹，还有火山岩。,/Date(1495607201000+0800)/,1
23584502,不错的好地方。&#x20;&#x20;&#x20;毕业前去的。&#x20;&#x20;南京工程学院的。&#x20;&#x20;考得很近。&#x20;&#x20;&#x20;很喜欢这,/Date(1413610170000+0800)/,2
91548977,方山风景不错，是否空气也很棒，园区配套有点跟不上，观览车太少了，而且没人管理。不象其它成熟的景点，随到随做。,/Date(1508660678000+0800)/,3
4386063,去过几次，比以前好很多，上面风景不错，登高远眺，确实让人心旷神怡,/Date(1479272339000+0800)/,1
15191074,方山的烧烤不错空气好干净，不象其他地方脏脏的,/Date(1409669390000+0800)/,2
913117,方山坐落在这样一个小镇，很偏，山不高，但沿着盘山路走挺绕。半山有个寺，后返修的。山顶有个火山石之类的东西，还可以眺望，还不错、上面有茶园、观景台，视野很开阔。,/Date(1416025365000+0800)/,0
60246017,空气很好，一早上山可以上柱香，很灵,/Date(1467407486000+0800)/,2
57661427,江宁大学城旁，教育氛围好，人文气息浓厚，环境很好。,/Date(1522857832000+0800)/,1
3924304,在天气不热的时候到方山去爬上非常不错，上不是很高，景色优美，有个十八盘，比较陡，爬上去稍稍有点挑战，山顶有一片茶场。景色非常优美。,/Date(1415461053000+0800)/,1
1371868,海上钢琴师，很好看的电影，方山里面看的，真不错。,/Date(1529182886000+0800)/,1
29769121,现在风景正好，特别有意思，值得一去！,/Date(1522467350000+0800)/,1
1482786,没想到方山原来是座火山遗址，还是爬山郊游的好去处。,/Date(1481977124000+0800)/,0
25859419,这里值得一游哦，有十八盘，夏天是个很好的去处,/Date(1442813297000+0800)/,0
5091057,空气好！山青！路也好！关键是现在还不收门票,/Date(1413812151000+0800)/,0
20013795,适合一家人周末去郊游玩耍的地方。挺不错的。,/Date(1412563889000+0800)/,0
22652223,国家地质公园，环境不错，好好玩的地方！,/Date(1456800012000+0800)/,0
65697110,免票啊，周边军事区域多，不要乱走动,/Date(1487731176000+0800)/,2
21214332,很不错值得一去看风景和爬山锻炼身体是最近选择也可以拜佛烧香最佳的地方,/Date(1410705551000+0800)/,2
9133167,环境不错，周末好去处，美中不足是景区指示牌体验较差。不熟悉的游客，景点找不到。,/Date(1416144972000+0800)/,1
50279640,感觉空气还不错，景色好美的，我相信去了一定不会后悔。,/Date(1454495308000+0800)/,2
22108142,还不错，现在不冷不热适合出去玩！那里景色不错，靠近大学城，周末可以去玩。,/Date(1409901513000+0800)/,0
24609882,还不错。。蒋先生的故事不错。。。还有科学意义,/Date(1432970925000+0800)/,1
65976156,这地方挺不错的。很棒。以后的话估计还会去玩,/Date(1471258523000+0800)/,1
71914318,江宁度假胜地很漂亮就是物质有点偏,/Date(1555202194000+0800)/,1
